y,theta
-4.702712015464538,-5.0
-4.6176040322093925,-5.0
-5.597634476728231,-5.0
-5.010445244637376,-5.0
-0.839026854388764,-0.0
0.31111133849833383,-0.0
2.2950878238373105,-0.0
-2.2670863488005306,-0.0
0.5299655761667461,-0.0
0.43142152642291204,-0.0
0.5837082875687786,-0.0
0.9632716050381906,-0.0
0.45879095505371686,-0.0
-0.5223367574215084,-0.0
0.40839583832475224,-0.0
-0.050451229933665284,-0.0
-0.6936536438038856,-0.0
-6.773833253408055,-5.0
-4.879234035062561,-5.0
-5.757633037720527,-5.0
-6.7297561813906865,-5.0
-4.204051377995384,-5.0
-4.329938018743937,-5.0
-4.449147622499239,-5.0
-0.06337459242956062,-0.0
1.3369427822509223,-0.0
-0.07314863333773934,-0.0
-0.7454643166407556,-0.0
3.7799448714653474,5.0
4.946822662472307,5.0
4.834863642197166,5.0
2.884629751572689,5.0
4.933232013493411,5.0
6.222461848468062,5.0
5.567695459738443,5.0
0.7634989283233873,-0.0
0.37859887985335006,-0.0
-0.645597056636597,-0.0
-0.6646462443910314,-0.0
-6.803026324210894,-5.0
-6.2890476038497445,-5.0
-5.335270079518118,-5.0
-4.929532398638842,-5.0
-4.658206232620177,-5.0
1.7351656660543822,-0.0
1.299915964310192,-0.0
0.20636408140261675,-0.0
3.9911400444623966,5.0
4.149944329684602,5.0
6.129409435884327,5.0
3.651466543508173,5.0
6.240290900429059,5.0
4.944352906792676,5.0
5.75939021394546,5.0
4.969733113353238,5.0
4.638917332243906,5.0
2.9926967974674374,5.0
4.431140872653362,5.0
-1.1496275243969976,-0.0
1.880622174631185,-0.0
-1.4706245413873802,-0.0
-5.535210970165732,-5.0
-5.963543959825501,-5.0
-6.3851080676759135,-5.0
0.13430023756127,-0.0
-0.6161166660088192,-0.0
-1.719989356319742,-0.0
5.3207692799874104,5.0
3.552627102118489,5.0
4.507728811930433,5.0
4.586912616016817,5.0
6.001928512455953,5.0
11.174681325975111,10.0
8.673029654937952,10.0
8.406785131955933,10.0
4.561290024241203,5.0
6.225797497997867,5.0
6.4890902780696145,5.0
7.159433187100854,5.0
4.090520981962497,5.0
1.1478203006125018,-0.0
-0.5050721965223731,-0.0
-0.2670670352181297,-0.0
-3.500917606069271,-5.0
0.7973041601753904,-0.0
-0.17164044330709693,-0.0
-0.46907960993009634,-0.0
5.2176240212086,5.0
5.35914640760235,5.0
5.320024715708057,5.0
5.259216328055686,5.0
10.459695985041629,10.0
10.209986360042143,10.0
11.523175391177265,10.0
11.259794603612196,10.0
9.83471689888574,10.0
10.156194494887636,10.0
9.185684705623302,10.0
3.2901317939954087,5.0
6.499937876114032,5.0
4.8710843614699835,5.0
4.549816028440157,5.0
-1.546731741900333,-0.0
-1.9667458603144716,-0.0
1.4250842322231618,-0.0
-0.3986195023723653,-0.0
0.865359034508392,-0.0
3.475113179011062,5.0
4.981565166772701,5.0
4.37019519677763,5.0
10.399439406129632,10.0
9.653371517103958,10.0
10.131742611496284,10.0
11.287344680351978,10.0
10.631291259762685,10.0
8.76627385598531,10.0
9.141415496936364,10.0
10.25826607804009,10.0
8.540010704940874,10.0
10.50952743472063,10.0
8.754099284376876,10.0
3.6683465039896754,5.0
3.639267003400478,5.0
5.542923755763966,5.0
-2.63399370777994,-0.0
0.1499014406502077,-0.0
-1.6587759684101517,-0.0
-2.748600587280482,-0.0
4.581933776669355,5.0
3.5686737969710856,5.0
6.15405976691117,5.0
9.514471512490228,10.0
10.775438045970558,10.0
10.756059638005231,10.0
8.373270715837515,10.0
14.055315584899073,15.0
15.658322671059814,15.0
14.551048765711581,15.0
11.185117429424025,10.0
11.971620428741346,10.0
9.925980540202167,10.0
9.797877723981143,10.0
3.541997565302678,5.0
6.797342002330958,5.0
4.093513364626601,5.0
-0.9702203522809195,-0.0
-0.7689287953327062,-0.0
-0.3959933139142994,-0.0
5.4751826349484904,5.0
5.6386323305899095,5.0
4.601252246962968,5.0
9.91965335535243,10.0
11.001839941410342,10.0
9.2951553400023,10.0
13.565949453774287,15.0
15.434750947569546,15.0
14.907794224436687,15.0
14.535917108281767,15.0
17.187832361106395,15.0
15.579141416617494,15.0
14.085275728802872,15.0
9.844940149003149,10.0
10.060717820312243,10.0
9.729141120336465,10.0
5.1110428982781135,5.0
5.642795668559789,5.0
3.9067039150577756,5.0
0.0867583435648074,-0.0
-0.07077890859801883,-0.0
6.249709913150857,5.0
5.151203386020851,5.0
5.355157850250362,5.0
9.074656502552038,10.0
9.766896672161769,10.0
11.360610985020848,10.0
15.7311973736313,15.0
15.47873770095742,15.0
15.605134377757695,15.0
16.276972611856287,15.0
13.60380074090108,15.0
15.117099836712999,15.0
15.626684534831416,15.0
10.313382364327849,10.0
10.98625227828765,10.0
10.506608559976197,10.0
5.871815560658561,5.0
5.69956453997327,5.0
7.009655193210582,5.0
0.15269868152330113,-0.0
-0.7879019375423509,-0.0
5.998677226608438,5.0
4.504609825633446,5.0
10.363838819491184,10.0
10.675344340635572,10.0
10.600889971446374,10.0
13.497863150883145,15.0
14.627264359284753,15.0
13.723359283918757,15.0
15.645105403437942,15.0
16.905884494268413,15.0
13.411871188789755,15.0
15.297383961773836,15.0
15.302882423122163,15.0
14.8982308972504,15.0
9.368422112967064,10.0
10.623860854713874,10.0
7.977568589888578,10.0
4.274681382906292,5.0
4.028323795113956,5.0
-1.8178664695259354,-0.0
0.8719091772543835,-0.0
3.319508225216972,5.0
4.461751098313071,5.0
8.90844431177801,10.0
7.626843198031471,10.0
11.319335614666532,10.0
15.292858858505193,15.0
15.667700279748177,15.0
15.211120951901115,15.0
15.325454208285349,15.0
15.314266570822573,15.0
13.756387059198126,15.0
15.872443281878315,15.0
15.402333915295086,15.0
14.081596447895702,15.0
10.564993224895932,10.0
9.125459011763034,10.0
9.512980532390774,10.0
4.471242213556647,5.0
5.644293034593498,5.0
0.909924517665989,-0.0
-1.3628300743751958,-0.0
5.873985608334902,5.0
4.145106642699959,5.0
10.755097579552615,10.0
9.156381490709725,10.0
10.277663008103488,10.0
14.096964305514039,15.0
13.486649071404337,15.0
14.34062403805893,15.0
14.259652437039849,15.0
16.13515290720388,15.0
14.104256008828058,15.0
15.021369968768726,15.0
13.445560598144542,15.0
15.193735930526397,15.0
10.920645079029518,10.0
10.163644953723548,10.0
10.260659389299349,10.0
2.379435747897458,5.0
3.943784689024633,5.0
-0.0903512992302431,-0.0
0.27865272355818926,-0.0
4.934031524535308,5.0
4.843052041557293,5.0
3.160931098214233,5.0
9.432548061725365,10.0
9.080781363289242,10.0
6.118002140573113,10.0
15.866545802622158,15.0
15.432306709021104,15.0
14.677004069750282,15.0
15.340216171044869,15.0
14.700382120347061,15.0
16.91360357217897,15.0
13.38090145647966,15.0
10.516971274478177,10.0
8.71741888788744,10.0
11.084084011987873,10.0
4.205580262008633,5.0
4.97433193510567,5.0
4.988537493263781,5.0
1.4678868411216563,-0.0
1.315845372889509,-0.0
5.2723694071567815,5.0
5.442375364407546,5.0
3.8033516898480366,5.0
10.484579938549956,10.0
11.414759083793243,10.0
11.045167900390213,10.0
14.802133948741426,15.0
15.328921079720672,15.0
13.201693249180666,15.0
16.44050014454746,15.0
14.476709154974273,15.0
15.434902510422168,15.0
15.077744158999934,15.0
10.143246972679446,10.0
9.565772300294048,10.0
10.243877046388763,10.0
4.876107237665817,5.0
5.42889110309176,5.0
6.1892482891684075,5.0
0.2059465326047665,-0.0
1.0218854109275881,-0.0
-1.1990648633034413,-0.0
7.380513045788085,5.0
7.189608682805391,5.0
7.129992156641251,5.0
9.612339803913734,10.0
9.767889744803465,10.0
10.20626950528981,10.0
11.107610369079469,10.0
15.866751399273115,15.0
16.677625162806944,15.0
13.570155867943807,15.0
8.616976089456221,10.0
10.534260206462188,10.0
10.272469583390052,10.0
11.194006476255607,10.0
5.654678720996695,5.0
4.6491703775127595,5.0
1.7001326627757294,5.0
-1.2318226776506749,-0.0
0.5439858444482804,-0.0
0.07864197146839963,-0.0
-1.8487276149711611,-0.0
6.441610487951941,5.0
4.8922295603216766,5.0
4.170745335435604,5.0
7.852611120503186,10.0
8.316744646332713,10.0
8.606865197760044,10.0
9.692094526507063,10.0
10.82498748578287,10.0
11.521816584147677,10.0
9.28357171082127,10.0
10.479508979510785,10.0
8.533281847131795,10.0
11.119931669611384,10.0
